time,x,y,z,qx,qy,qz,qw
1746021042.4052153,1.9270964912720956e-05,2.6483477995498106e-05,2.5000274181365967,-6.579330773065336e-05,-6.106871748744636e-05,0.8645705676705333,0.5025114182381373
1746021042.454405,2.0746518202940933e-05,2.4322445824509487e-05,2.5000271797180176,-6.864874028358264e-05,-5.591754422879923e-05,0.8645753195241562,0.5025032428057374
1746021042.5076869,2.2046562662580982e-05,2.2134556274977513e-05,2.5000290870666504,-0.0001272454404313254,-5.369392016061685e-05,0.8645845355458499,0.502487374787196
1746021042.561646,2.306667374796234e-05,1.9985796825494617e-05,2.500041961669922,-0.00047831577744705724,-4.66550318910742e-05,0.8646012422765709,0.5024584170766125
1746021042.6460478,2.3232643798110075e-05,1.8228154658572748e-05,2.5000903606414795,-0.0014466243999584586,2.492191098901708e-05,0.8646270712522272,0.5024121160108898
1746021042.6767416,2.09549289138522e-05,1.7942515114555135e-05,2.50020432472229,-0.0033121556023531415,0.00023265039267612365,0.8646611495422017,0.5023445749397706
1746021042.7178147,1.3102684533805586e-05,2.1428446416393854e-05,2.5004119873046875,-0.006303148561167462,0.0006361290889314659,0.8646989505830581,0.5022505256528419
1746021042.7424958,-5.452879577205749e-06,3.26425360981375e-05,2.5007359981536865,-0.010601564409305842,0.0012783201270749275,0.8647309996397469,0.5021217690877107
1746021042.80428,-4.2219588067382574e-05,5.7554920203983784e-05,2.5011961460113525,-0.016347319282574997,0.00218550347457467,0.864741250168042,0.5019467690748173
1746021042.868742,-0.00021399062825366855,0.00018388056196272373,2.502584457397461,-0.032567100243276144,0.004846379961562492,0.8645946403730358,0.5013900721207327
1746021042.921973,-0.00037793233059346676,0.0003090284881182015,2.503528356552124,-0.04313663206498372,0.006607951355936196,0.8643667914079057,0.5009646852465447
1746021042.9846375,-0.0006176586612127721,0.0004950718721374869,2.50463604927063,-0.05530173400803269,0.008644529026695798,0.8639784647841406,0.5004080362292864
1746021043.0263186,-0.00095402478473261,0.0007592263864353299,2.5058987140655518,-0.0689697285957944,0.010937202974841275,0.863382587903433,0.49969396737771443
1746021043.0755033,-0.0014100681291893125,0.0011205021291971207,2.507303476333618,-0.08401922157384852,0.013461746190433362,0.8625320734350609,0.4987965257411521
1746021043.1090505,-0.0020107703749090433,0.0015994872665032744,2.508836507797241,-0.1003058801612158,0.016189029424911388,0.8613825439242545,0.4976914292550587
1746021043.178002,-0.0027828447055071592,0.002218148671090603,2.5104820728302,-0.11766762053305398,0.019085396457168165,0.8598950541179574,0.496357305399686
1746021043.196116,-0.0037545617669820786,0.0029996635857969522,2.5122249126434326,-0.13592888069591652,0.022113097448076276,0.8580386579059629,0.494776729296095
1746021043.2678463,-0.004955611657351255,0.003968274686485529,2.514049530029297,-0.15490448519584082,0.02523082089970379,0.8557924340239602,0.49293743620289626
1746021043.296029,-0.00817018561065197,0.006567731034010649,2.5178799629211426,-0.19428690619198366,0.03157282794589982,0.850096825028113,0.48845792315712094
1746021043.330363,-0.01024827640503645,0.008250489830970764,2.5198540687561035,-0.21435271692540941,0.034717238238614105,0.8466570026789598,0.4858184289736838
1746021043.3999305,-0.012685263529419899,0.010224437341094017,2.521848201751709,-0.23440572178467797,0.03778080752587267,0.8428572083396016,0.48292680038207714
1746021043.4314673,-0.015516705811023712,0.012517526745796204,2.5238497257232666,-0.25424114823785604,0.040710826538716896,0.8387448149956603,0.4798032955942744
1746021043.4451423,-0.018779054284095764,0.015158054418861866,2.5258467197418213,-0.2736607211107939,0.0434552803329711,0.8343818181667001,0.47647500442849566
1746021043.5167253,-0.022509271278977394,0.018174272030591965,2.527827024459839,-0.2924742198860306,0.045964226572700405,0.8298436024669936,0.4729753862752622
1746021043.5670607,-0.02674449235200882,0.02159402146935463,2.5297791957855225,-0.31050121420421467,0.0481906817865499,0.825217198941495,0.46934340171968847
1746021043.6037893,-0.03152159973978996,0.025444326922297478,2.5316903591156006,-0.32757236652312305,0.05009142873194781,0.8205989812894767,0.46562270709739445
1746021043.6281195,-0.03687677159905434,0.029750928282737732,2.53354811668396,-0.3435308406445964,0.05162777031061072,0.8160921424113393,0.4618600978145243
1746021043.6745417,-0.042844951152801514,0.03453780710697174,2.535339593887329,-0.3582333613118982,0.05276614012331171,0.8118035291945822,0.4581043803402092
1746021043.7262096,-0.04945911094546318,0.03982652723789215,2.5370514392852783,-0.3715526355990259,0.05347814665452935,0.8078399951502578,0.4544043013060568
1746021043.7888107,-0.06474180519580841,0.05197908729314804,2.5401768684387207,-0.39363376512907855,0.05353163862564981,0.8012890391032161,0.44735075548097886
1746021043.8152947,-0.0734604075551033,0.058869026601314545,2.5415616035461426,-0.4022395182956123,0.052839909630628956,0.7988796001170285,0.4440751044456303
1746021043.8683288,-0.08292489498853683,0.06631282716989517,2.5428099632263184,-0.4091418024847617,0.051656874743849564,0.7971476882838219,0.4410103352700221
1746021043.933347,-0.09315139800310135,0.07431428134441376,2.5439095497131348,-0.4142929842129848,0.04998412722276118,0.7961519963050216,0.43818364761502376
1746021043.9952555,-0.10415250808000565,0.08287359029054642,2.544851064682007,-0.4176534610999952,0.04783026200352217,0.7959370588577132,0.4356168623972247
